City,County,Credit Score,State
Pipersville,Bucks County,746.0,Pennsylvania
East Earl,Lancaster County,746.0,Pennsylvania
Kintnersville,Bucks County,746.0,Pennsylvania
West Chester,Chester County,745.0,Pennsylvania
Macungie,Lehigh County,745.0,Pennsylvania
Flourtown,Montgomery County,745.0,Pennsylvania
Harmony,Butler County,744.0,Pennsylvania
Elverson,Chester County,744.0,Pennsylvania
Brackney,Susquehanna County,744.0,Pennsylvania
Dornsife,Northumberland County,744.0,Pennsylvania
Kempton,Berks County,744.0,Pennsylvania
Fairview,Erie County,744.0,Pennsylvania
Winfield,Union County,744.0,Pennsylvania
Broomall,Delaware County,743.0,Pennsylvania
Export,Westmoreland County,743.0,Pennsylvania
Springfield,Delaware County,743.0,Pennsylvania
Warriors Mark,Huntingdon County,743.0,Pennsylvania
Downingtown,Chester County,742.0,Pennsylvania
Havertown,Delaware County,742.0,Pennsylvania
New Freedom,York County,742.0,Pennsylvania
Perkiomenville,Montgomery County,742.0,Pennsylvania
Glenville,York County,742.0,Pennsylvania
Media,Delaware County,742.0,Pennsylvania
Reinholds,Lancaster County,741.0,Pennsylvania
Elysburg,Northumberland County,741.0,Pennsylvania
Russell,Warren County,741.0,Pennsylvania
Fountainville,Bucks County,741.0,Pennsylvania
Schwenksville,Montgomery County,741.0,Pennsylvania
Fombell,Beaver County,741.0,Pennsylvania
Sarver,Butler County,740.0,Pennsylvania
Oley,Berks County,740.0,Pennsylvania
New Tripoli,Lehigh County,740.0,Pennsylvania
Jenkintown,Montgomery County,739.0,Pennsylvania
Riegelsville,Bucks County,739.0,Pennsylvania
Paxinos,Northumberland County,739.0,Pennsylvania
Green Lane,Montgomery County,739.0,Pennsylvania
New Holland,Lancaster County,739.0,Pennsylvania
Plymouth Meeting,Montgomery County,739.0,Pennsylvania
Irwin,Westmoreland County,739.0,Pennsylvania
Belleville,Mifflin County,739.0,Pennsylvania
Mohrsville,Berks County,739.0,Pennsylvania
Eighty Four,Washington County,738.0,Pennsylvania
Cabot,Butler County,738.0,Pennsylvania
Mechanicsburg,Cumberland County,738.0,Pennsylvania
Kennett Square,Chester County,738.0,Pennsylvania
Willow Street,Lancaster County,738.0,Pennsylvania
Lewisburg,Union County,738.0,Pennsylvania
Langhorne,Bucks County,737.0,Pennsylvania
Gilbertsville,Montgomery County,737.0,Pennsylvania
Mertztown,Berks County,737.0,Pennsylvania
Warminster,Bucks County,737.0,Pennsylvania
Barto,Berks County,737.0,Pennsylvania
Strasburg,Lancaster County,737.0,Pennsylvania
Andreas,Schuylkill County,737.0,Pennsylvania
Clarks Summit,Lackawanna County,737.0,Pennsylvania
Reedsville,Mifflin County,737.0,Pennsylvania
Spring Mills,Centre County,737.0,Pennsylvania
Mountain Top,Luzerne County,736.0,Pennsylvania
Denver,Lancaster County,736.0,Pennsylvania
Lincoln University,Chester County,736.0,Pennsylvania
Hummelstown,Dauphin County,736.0,Pennsylvania
Loretto,Cambria County,736.0,Pennsylvania
Ligonier,Westmoreland County,736.0,Pennsylvania
Mohnton,Berks County,736.0,Pennsylvania
Gordonville,Lancaster County,735.0,Pennsylvania
Phoenixville,Chester County,735.0,Pennsylvania
State College,Centre County,735.0,Pennsylvania
Canonsburg,Washington County,735.0,Pennsylvania
Lewisberry,York County,735.0,Pennsylvania
Summerhill,Cambria County,735.0,Pennsylvania
Zelienople,Butler County,735.0,Pennsylvania
Morgantown,Berks County,735.0,Pennsylvania
King Of Prussia,Montgomery County,734.0,Pennsylvania
Hickory,Washington County,734.0,Pennsylvania
Lakeville,Wayne County,734.0,Pennsylvania
Delmont,Westmoreland County,734.0,Pennsylvania
Dalmatia,Northumberland County,734.0,Pennsylvania
Lansdale,Montgomery County,734.0,Pennsylvania
Schellsburg,Bedford County,734.0,Pennsylvania
Fleetwood,Berks County,734.0,Pennsylvania
Manheim,Lancaster County,734.0,Pennsylvania
Bernville,Berks County,734.0,Pennsylvania
Oakmont,Allegheny County,734.0,Pennsylvania
Perkasie,Bucks County,733.0,Pennsylvania
Shavertown,Luzerne County,733.0,Pennsylvania
Ardmore,Montgomery County,733.0,Pennsylvania
Narvon,Lancaster County,733.0,Pennsylvania
Richland,Lebanon County,733.0,Pennsylvania
Lenhartsville,Berks County,733.0,Pennsylvania
Riverside,Northumberland County,732.0,Pennsylvania
Montoursville,Lycoming County,732.0,Pennsylvania
Venus,Venango County,732.0,Pennsylvania
Newmanstown,Lebanon County,731.0,Pennsylvania
Ottsville,Bucks County,731.0,Pennsylvania
Mount Joy,Lancaster County,731.0,Pennsylvania
Cochranville,Chester County,731.0,Pennsylvania
Pequea,Lancaster County,731.0,Pennsylvania
Drums,Luzerne County,731.0,Pennsylvania
Dauphin,Dauphin County,731.0,Pennsylvania
Hatfield,Montgomery County,731.0,Pennsylvania
Pottstown,Chester County,731.0,Pennsylvania
Centre Hall,Centre County,731.0,Pennsylvania
Avondale,Chester County,730.0,Pennsylvania
Blandon,Berks County,730.0,Pennsylvania
Myerstown,Lebanon County,730.0,Pennsylvania
Nazareth,Northampton County,730.0,Pennsylvania
Morrisville,Bucks County,730.0,Pennsylvania
Spring Grove,York County,730.0,Pennsylvania
Chicora,Butler County,730.0,Pennsylvania
Seven Valleys,York County,730.0,Pennsylvania
Conestoga,Lancaster County,730.0,Pennsylvania
Acme,Westmoreland County,730.0,Pennsylvania
Kutztown,Berks County,730.0,Pennsylvania
Telford,Montgomery County,730.0,Pennsylvania
Bechtelsville,Berks County,729.0,Pennsylvania
Millersville,Lancaster County,729.0,Pennsylvania
Freedom,Beaver County,729.0,Pennsylvania
Kersey,Elk County,729.0,Pennsylvania
Prospect,Butler County,729.0,Pennsylvania
Orwigsburg,Schuylkill County,729.0,Pennsylvania
Dillsburg,York County,728.0,Pennsylvania
Conshohocken,Montgomery County,728.0,Pennsylvania
Martinsburg,Blair County,728.0,Pennsylvania
Pennsburg,Montgomery County,728.0,Pennsylvania
Upper Black Eddy,Bucks County,728.0,Pennsylvania
Mineral Point,Cambria County,728.0,Pennsylvania
Mc Donald,Washington County,728.0,Pennsylvania
Danielsville,Northampton County,728.0,Pennsylvania
Bird In Hand,Lancaster County,728.0,Pennsylvania
Colmar,Montgomery County,728.0,Pennsylvania
Lawrence,Washington County,727.0,Pennsylvania
Mc Alisterville,Juniata County,727.0,Pennsylvania
Beaver,Beaver County,727.0,Pennsylvania
Bethel,Berks County,727.0,Pennsylvania
Cranberry,Venango County,727.0,Pennsylvania
Souderton,Montgomery County,727.0,Pennsylvania
Stewartstown,York County,727.0,Pennsylvania
Ebensburg,Cambria County,726.0,Pennsylvania
Hegins,Schuylkill County,726.0,Pennsylvania
Palmyra,Lebanon County,726.0,Pennsylvania
Union Dale,Susquehanna County,726.0,Pennsylvania
Amity,Washington County,726.0,Pennsylvania
Penn Run,Indiana County,726.0,Pennsylvania
Royersford,Montgomery County,726.0,Pennsylvania
Sellersville,Bucks County,726.0,Pennsylvania
Dallas,Luzerne County,726.0,Pennsylvania
Glenside,Montgomery County,726.0,Pennsylvania
New Enterprise,Bedford County,726.0,Pennsylvania
Camp Hill,Cumberland County,726.0,Pennsylvania
Emmaus,Lehigh County,726.0,Pennsylvania
Wellsville,York County,726.0,Pennsylvania
Finleyville,Washington County,725.0,Pennsylvania
Saxonburg,Butler County,725.0,Pennsylvania
Saint Marys,Elk County,725.0,Pennsylvania
Tafton,Pike County,725.0,Pennsylvania
Elizabethtown,Lancaster County,725.0,Pennsylvania
Damascus,Wayne County,725.0,Pennsylvania
Shrewsbury,York County,724.0,Pennsylvania
Cecil,Washington County,724.0,Pennsylvania
South Park,Allegheny County,724.0,Pennsylvania
New Wilmington,Mercer County,724.0,Pennsylvania
Akron,Lancaster County,724.0,Pennsylvania
West Grove,Chester County,724.0,Pennsylvania
Douglassville,Berks County,724.0,Pennsylvania
Alburtis,Berks County,724.0,Pennsylvania
Robesonia,Berks County,724.0,Pennsylvania
Shippenville,Clarion County,723.0,Pennsylvania
Kirkwood,Lancaster County,723.0,Pennsylvania
Pleasant Mount,Wayne County,723.0,Pennsylvania
Breinigsville,Lehigh County,723.0,Pennsylvania
Ashville,Cambria County,723.0,Pennsylvania
Stahlstown,Westmoreland County,723.0,Pennsylvania
Wernersville,Berks County,723.0,Pennsylvania
Port Trevorton,Snyder County,723.0,Pennsylvania
Brogue,York County,723.0,Pennsylvania
Hollidaysburg,Blair County,723.0,Pennsylvania
Cheswick,Allegheny County,723.0,Pennsylvania
Mayport,Armstrong County,722.0,Pennsylvania
Julian,Centre County,722.0,Pennsylvania
Bridgeville,Allegheny County,722.0,Pennsylvania
East Berlin,Adams County,722.0,Pennsylvania
Trafford,Westmoreland County,722.0,Pennsylvania
Home,Indiana County,722.0,Pennsylvania
Volant,Lawrence County,722.0,Pennsylvania
Barnesville,Schuylkill County,722.0,Pennsylvania
Sidman,Cambria County,721.0,Pennsylvania
New Park,York County,721.0,Pennsylvania
Coraopolis,Allegheny County,721.0,Pennsylvania
Mount Pleasant Mills,Snyder County,721.0,Pennsylvania
Clearville,Bedford County,721.0,Pennsylvania
Hatboro,Montgomery County,721.0,Pennsylvania
Dalton,Lackawanna County,721.0,Pennsylvania
Red Hill,Montgomery County,721.0,Pennsylvania
Carrolltown,Cambria County,721.0,Pennsylvania
Richfield,Juniata County,721.0,Pennsylvania
Auburn,Schuylkill County,721.0,Pennsylvania
Leola,Lancaster County,721.0,Pennsylvania
Friendsville,Susquehanna County,721.0,Pennsylvania
Hershey,Dauphin County,720.0,Pennsylvania
Brockport,Elk County,720.0,Pennsylvania
Oakdale,Allegheny County,720.0,Pennsylvania
New Ringgold,Schuylkill County,720.0,Pennsylvania
Fairfield,Adams County,720.0,Pennsylvania
Leesport,Berks County,720.0,Pennsylvania
James Creek,Huntingdon County,720.0,Pennsylvania
Ephrata,Lancaster County,720.0,Pennsylvania
Orrstown,Franklin County,720.0,Pennsylvania
Moscow,Lackawanna County,720.0,Pennsylvania
Ronks,Lancaster County,720.0,Pennsylvania
Evans City,Butler County,719.0,Pennsylvania
Orrtanna,Adams County,719.0,Pennsylvania
Baden,Beaver County,719.0,Pennsylvania
Drumore,Lancaster County,719.0,Pennsylvania
Falls,Wyoming County,719.0,Pennsylvania
Annville,Lebanon County,719.0,Pennsylvania
Fawn Grove,York County,719.0,Pennsylvania
Utica,Venango County,719.0,Pennsylvania
West Sunbury,Butler County,719.0,Pennsylvania
Beavertown,Snyder County,718.0,Pennsylvania
Fenelton,Butler County,718.0,Pennsylvania
Greensburg,Westmoreland County,718.0,Pennsylvania
Mifflintown,Juniata County,718.0,Pennsylvania
Mountville,Lancaster County,718.0,Pennsylvania
Clinton,Beaver County,718.0,Pennsylvania
Bellefonte,Centre County,718.0,Pennsylvania
Glen Rock,York County,718.0,Pennsylvania
Roaring Spring,Blair County,717.0,Pennsylvania
Pocono Pines,Monroe County,717.0,Pennsylvania
Shamokin Dam,Snyder County,717.0,Pennsylvania
Leeper,Clarion County,717.0,Pennsylvania
Wilcox,Elk County,717.0,Pennsylvania
Greencastle,Franklin County,717.0,Pennsylvania
Abbottstown,Adams County,717.0,Pennsylvania
Herndon,Northumberland County,717.0,Pennsylvania
New Columbia,Union County,717.0,Pennsylvania
Feasterville Trevose,Bucks County,717.0,Pennsylvania
Felton,York County,717.0,Pennsylvania
Grantham,Cumberland County,716.0,Pennsylvania
Liberty,Tioga County,716.0,Pennsylvania
Zion Grove,Schuylkill County,716.0,Pennsylvania
Shohola,Pike County,716.0,Pennsylvania
Hollsopple,Somerset County,716.0,Pennsylvania
Mifflinburg,Union County,716.0,Pennsylvania
Holtwood,Lancaster County,716.0,Pennsylvania
Portersville,Butler County,716.0,Pennsylvania
Middleburg,Snyder County,716.0,Pennsylvania
Danville,Montour County,716.0,Pennsylvania
Millerstown,Perry County,716.0,Pennsylvania
Newburg,Cumberland County,716.0,Pennsylvania
Jackson Center,Mercer County,716.0,Pennsylvania
Edinboro,Erie County,715.0,Pennsylvania
Waterford,Erie County,715.0,Pennsylvania
East Petersburg,Lancaster County,715.0,Pennsylvania
Cheyney,Delaware County,715.0,Pennsylvania
York Springs,Adams County,715.0,Pennsylvania
Catawissa,Columbia County,715.0,Pennsylvania
Turbotville,Northumberland County,715.0,Pennsylvania
Cranesville,Erie County,715.0,Pennsylvania
Imperial,Allegheny County,715.0,Pennsylvania
Laurys Station,Lehigh County,715.0,Pennsylvania
Germansville,Lehigh County,715.0,Pennsylvania
Hellertown,Northampton County,714.0,Pennsylvania
Lake Ariel,Wayne County,714.0,Pennsylvania
Cogan Station,Lycoming County,714.0,Pennsylvania
Halifax,Dauphin County,714.0,Pennsylvania
Butler,Butler County,714.0,Pennsylvania
Alexandria,Huntingdon County,714.0,Pennsylvania
Wapwallopen,Luzerne County,714.0,Pennsylvania
Guys Mills,Crawford County,714.0,Pennsylvania
Thompsontown,Juniata County,714.0,Pennsylvania
Hunker,Westmoreland County,714.0,Pennsylvania
Howard,Centre County,714.0,Pennsylvania
Aston,Delaware County,713.0,Pennsylvania
Bally,Berks County,713.0,Pennsylvania
Scenery Hill,Washington County,713.0,Pennsylvania
Tatamy,Northampton County,713.0,Pennsylvania
Gap,Lancaster County,713.0,Pennsylvania
Seneca,Venango County,713.0,Pennsylvania
Middlebury Center,Tioga County,712.0,Pennsylvania
Horsham,Montgomery County,712.0,Pennsylvania
Quarryville,Lancaster County,712.0,Pennsylvania
Fayetteville,Franklin County,712.0,Pennsylvania
Apollo,Westmoreland County,712.0,Pennsylvania
Womelsdorf,Berks County,712.0,Pennsylvania
Hookstown,Beaver County,712.0,Pennsylvania
Mifflinville,Columbia County,712.0,Pennsylvania
Lilly,Cambria County,712.0,Pennsylvania
Mc Veytown,Mifflin County,712.0,Pennsylvania
Northampton,Northampton County,712.0,Pennsylvania
Bedford,Bedford County,712.0,Pennsylvania
Port Royal,Juniata County,712.0,Pennsylvania
Pulaski,Lawrence County,712.0,Pennsylvania
Duncansville,Blair County,711.0,Pennsylvania
Gardners,Cumberland County,711.0,Pennsylvania
Worthington,Armstrong County,711.0,Pennsylvania
Aspers,Adams County,711.0,Pennsylvania
Fairmount City,Clarion County,711.0,Pennsylvania
Abington,Montgomery County,711.0,Pennsylvania
Gettysburg,Adams County,711.0,Pennsylvania
Paradise,Lancaster County,711.0,Pennsylvania
Kingsley,Susquehanna County,711.0,Pennsylvania
Champion,Westmoreland County,711.0,Pennsylvania
Snow Shoe,Centre County,711.0,Pennsylvania
Allenwood,Union County,711.0,Pennsylvania
Ringtown,Schuylkill County,711.0,Pennsylvania
Walnutport,Northampton County,711.0,Pennsylvania
New Alexandria,Westmoreland County,711.0,Pennsylvania
Millville,Columbia County,711.0,Pennsylvania
Boyertown,Berks County,711.0,Pennsylvania
New Providence,Lancaster County,711.0,Pennsylvania
Wyalusing,Bradford County,710.0,Pennsylvania
Crescent,Allegheny County,710.0,Pennsylvania
Salix,Cambria County,710.0,Pennsylvania
Wellsboro,Tioga County,710.0,Pennsylvania
Valley View,Schuylkill County,710.0,Pennsylvania
Kinzers,Lancaster County,710.0,Pennsylvania
Clarksburg,Indiana County,710.0,Pennsylvania
Bath,Northampton County,710.0,Pennsylvania
Shelocta,Armstrong County,710.0,Pennsylvania
Aaronsburg,Centre County,710.0,Pennsylvania
Freeport,Armstrong County,709.0,Pennsylvania
Orangeville,Columbia County,709.0,Pennsylvania
Enola,Cumberland County,709.0,Pennsylvania
Saegertown,Crawford County,709.0,Pennsylvania
Coplay,Lehigh County,709.0,Pennsylvania
Weedville,Elk County,709.0,Pennsylvania
Fredericksburg,Lebanon County,709.0,Pennsylvania
Stoystown,Somerset County,709.0,Pennsylvania
Dushore,Sullivan County,709.0,Pennsylvania
Friedens,Somerset County,709.0,Pennsylvania
Shoemakersville,Berks County,709.0,Pennsylvania
Monroeville,Allegheny County,709.0,Pennsylvania
Peckville,Lackawanna County,709.0,Pennsylvania
Salisbury,Somerset County,709.0,Pennsylvania
Summerville,Jefferson County,708.0,Pennsylvania
Enon Valley,Lawrence County,708.0,Pennsylvania
Grove City,Mercer County,708.0,Pennsylvania
Rural Valley,Armstrong County,708.0,Pennsylvania
Bloomsburg,Columbia County,708.0,Pennsylvania
Etters,York County,708.0,Pennsylvania
Mercersburg,Franklin County,708.0,Pennsylvania
Harrisonville,Fulton County,708.0,Pennsylvania
New Stanton,Westmoreland County,707.0,Pennsylvania
Carlisle,Cumberland County,707.0,Pennsylvania
Berlin,Somerset County,707.0,Pennsylvania
Liverpool,Perry County,707.0,Pennsylvania
Selinsgrove,Snyder County,707.0,Pennsylvania
Loysville,Perry County,707.0,Pennsylvania
Grampian,Clearfield County,707.0,Pennsylvania
Kennerdell,Venango County,707.0,Pennsylvania
Latrobe,Westmoreland County,707.0,Pennsylvania
Wyoming,Luzerne County,707.0,Pennsylvania
Archbald,Lackawanna County,707.0,Pennsylvania
Biglerville,Adams County,707.0,Pennsylvania
Beach Lake,Wayne County,707.0,Pennsylvania
Rebersburg,Centre County,707.0,Pennsylvania
Quakertown,Bucks County,707.0,Pennsylvania
Mount Wolf,York County,707.0,Pennsylvania
New Bethlehem,Clarion County,707.0,Pennsylvania
Wattsburg,Erie County,707.0,Pennsylvania
Manns Choice,Bedford County,707.0,Pennsylvania
Spring Run,Franklin County,707.0,Pennsylvania
Fredonia,Mercer County,706.0,Pennsylvania
Blain,Perry County,706.0,Pennsylvania
Harborcreek,Erie County,706.0,Pennsylvania
Bear Lake,Warren County,706.0,Pennsylvania
Cheltenham,Montgomery County,706.0,Pennsylvania
Stoneboro,Mercer County,706.0,Pennsylvania
Millmont,Union County,706.0,Pennsylvania
New Oxford,Adams County,706.0,Pennsylvania
Elizabeth,Allegheny County,706.0,Pennsylvania
Cochranton,Crawford County,706.0,Pennsylvania
Hadley,Mercer County,706.0,Pennsylvania
Hermitage,Mercer County,705.0,Pennsylvania
Topton,Berks County,705.0,Pennsylvania
Falls Creek,Jefferson County,705.0,Pennsylvania
Loganton,Clinton County,705.0,Pennsylvania
Elliottsburg,Perry County,705.0,Pennsylvania
Stillwater,Columbia County,705.0,Pennsylvania
Littlestown,Adams County,705.0,Pennsylvania
Conway,Beaver County,705.0,Pennsylvania
Spring City,Chester County,705.0,Pennsylvania
Pine Grove,Schuylkill County,705.0,Pennsylvania
Moosic,Lackawanna County,705.0,Pennsylvania
Marion Center,Indiana County,705.0,Pennsylvania
Muncy,Lycoming County,704.0,Pennsylvania
Ruffs Dale,Westmoreland County,704.0,Pennsylvania
Birdsboro,Berks County,704.0,Pennsylvania
Corsica,Jefferson County,704.0,Pennsylvania
Frenchville,Clearfield County,704.0,Pennsylvania
Equinunk,Wayne County,704.0,Pennsylvania
Huntingdon,Huntingdon County,704.0,Pennsylvania
Newville,Cumberland County,704.0,Pennsylvania
Dublin,Bucks County,704.0,Pennsylvania
Smicksburg,Indiana County,704.0,Pennsylvania
Karns City,Butler County,704.0,Pennsylvania
Mont Clare,Montgomery County,704.0,Pennsylvania
Three Springs,Huntingdon County,704.0,Pennsylvania
New Cumberland,York County,704.0,Pennsylvania
Mercer,Mercer County,704.0,Pennsylvania
Knox,Clarion County,704.0,Pennsylvania
Chambersburg,Franklin County,704.0,Pennsylvania
Elkins Park,Montgomery County,704.0,Pennsylvania
Sweet Valley,Luzerne County,704.0,Pennsylvania
Pittsfield,Warren County,704.0,Pennsylvania
Osterburg,Bedford County,704.0,Pennsylvania
Muncy Valley,Sullivan County,704.0,Pennsylvania
Hawley,Pike County,703.0,Pennsylvania
Hunlock Creek,Luzerne County,703.0,Pennsylvania
Mc Kean,Erie County,703.0,Pennsylvania
Bainbridge,Lancaster County,703.0,Pennsylvania
Millersburg,Dauphin County,703.0,Pennsylvania
West Middlesex,Mercer County,703.0,Pennsylvania
Marysville,Perry County,703.0,Pennsylvania
Northumberland,Northumberland County,703.0,Pennsylvania
Bulger,Washington County,703.0,Pennsylvania
East Greenville,Montgomery County,703.0,Pennsylvania
Trout Run,Lycoming County,703.0,Pennsylvania
Avella,Washington County,702.0,Pennsylvania
Rochester Mills,Indiana County,702.0,Pennsylvania
Petersburg,Huntingdon County,702.0,Pennsylvania
Needmore,Fulton County,702.0,Pennsylvania
Dover,York County,702.0,Pennsylvania
Cambridge Springs,Crawford County,702.0,Pennsylvania
Whitehall,Lehigh County,702.0,Pennsylvania
Brookville,Jefferson County,702.0,Pennsylvania
Mc Clure,Mifflin County,702.0,Pennsylvania
Conneautville,Crawford County,702.0,Pennsylvania
Alum Bank,Bedford County,702.0,Pennsylvania
Mount Bethel,Northampton County,702.0,Pennsylvania
Beaver Springs,Snyder County,702.0,Pennsylvania
Conneaut Lake,Crawford County,702.0,Pennsylvania
Brockway,Jefferson County,702.0,Pennsylvania
Benton,Columbia County,702.0,Pennsylvania
West Decatur,Clearfield County,702.0,Pennsylvania
Everett,Bedford County,701.0,Pennsylvania
Factoryville,Wyoming County,701.0,Pennsylvania
Rome,Bradford County,701.0,Pennsylvania
Hamburg,Berks County,701.0,Pennsylvania
Jonestown,Lebanon County,701.0,Pennsylvania
Hanover,York County,701.0,Pennsylvania
Honesdale,Wayne County,701.0,Pennsylvania
Slatington,Lehigh County,701.0,Pennsylvania
Emlenton,Venango County,701.0,Pennsylvania
Leechburg,Westmoreland County,701.0,Pennsylvania
Sandy Lake,Mercer County,701.0,Pennsylvania
Rockwood,Somerset County,701.0,Pennsylvania
Red Lion,York County,701.0,Pennsylvania
Belle Vernon,Westmoreland County,701.0,Pennsylvania
