state,city,population_percent_change,aggravated assault,arson,arson2,burglary,larceny theft,larceny- theft,motor vehicle theft,murder and nonnegligent manslaughter,property crime,rape,rape1,robbery,unnamed: 13,unnamed: 14,unnamed: 15,unnamed: 16,unnamed: 17,violent crime,population
arkansas,altus,-0.0005477879515797257,137.7,0.0,0.0,824.4,1099.5,1646.1,0.0,0.0,2033.2,91.0,0.0,0.0,,,,,,192.2,729.0
oklahoma,altus,-0.009256970219449379,178.0,19.3,13.3,763.7,1765.6,1491.5,140.5,3.2,2614.9,50.8,50.5,26.2,,,,,,257.9,18572.0
oklahoma,alva,-0.008159583100490697,101.0,0.0,9.7,360.1,848.3,477.9,81.3,0.0,1215.7,25.6,19.7,0.0,,,,,,124.2,5022.0
texas,alvarado,0.025627185212854897,169.9,8.0,0.0,514.7,1620.5,962.4,222.2,0.0,2225.8,66.2,105.5,47.4,,,,,,299.2,4468.0
texas,alvin,0.009991058475374626,96.0,5.1,14.8,302.2,1697.4,1888.9,210.2,2.2,2248.2,57.0,85.7,37.6,,,,,,204.4,27159.0
texas,amarillo,0.0022696955741268177,501.5,15.7,21.1,824.8,3188.8,2698.5,456.2,6.1,4371.8,87.8,85.6,131.7,,,,,,726.2,201036.0
oklahoma,amber,0.005046840056335045,0.0,0.0,0.0,216.9,108.7,214.1,72.5,0.0,433.2,0.0,0.0,0.0,,,,,,0.0,467.0
ohio,amberley village,0.01028057597991383,10.6,0.0,0.0,43.6,884.0,765.0,21.4,0.0,925.1,0.0,0.0,5.6,,,,,,16.1,3791.0
pennsylvania,ambler,0.0005108288932533789,46.0,0.0,0.0,57.5,877.9,,57.5,11.5,992.9,35.8,138.3,38.3,,,,,,157.2,6532.0
illinois,amboy,-0.0047131288423704065,86.2,28.3,0.0,189.8,731.8,434.6,25.7,0.0,887.8,71.3,65.1,8.7,,,,,,163.7,2301.0
pennsylvania,ambridge,-0.008777100774258528,1188.2,14.7,29.7,728.3,2725.2,,159.3,7.5,3612.8,19.6,44.5,213.5,,,,,,1435.0,6679.0
ohio,amelia,0.003089335094071055,25.1,0.0,0.0,85.5,778.5,,35.2,0.0,899.2,26.9,0.0,5.1,,,,,,50.3,4994.0
california,american canyon,-0.002282351643429381,167.7,4.8,14.7,341.0,1956.1,1799.3,180.5,1.6,2425.3,36.6,34.2,66.6,,,,,,271.6,20452.0
california,american canyon ,-0.0073749120915298505,183.7,9.6,9.7,346.2,1371.4,,270.9,0.0,1988.5,33.7,24.3,70.1,,,,,,282.9,20593.0
idaho,american falls,0.0036688775106334948,163.3,0.0,0.0,273.6,785.6,1469.9,58.1,0.0,1288.4,23.3,11.5,5.8,,,,,,186.5,4354.0
utah,american fork/cedar hills,0.022885149156962825,28.8,1.7,4.8,174.5,1776.6,1687.7,87.9,1.0,2021.2,20.2,13.7,10.5,,,,,,59.0,43610.0
ohio,american township,-0.004098495263998303,16.3,0.0,0.0,60.7,1278.9,730.3,63.9,0.0,1293.8,0.0,0.0,6.6,,,,,,22.9,12050.0
georgia,americus,-0.012698118408771109,646.9,12.9,19.9,1127.6,4936.2,4480.5,170.2,24.0,6120.0,26.3,86.0,234.1,,,,,,941.0,15110.0
wisconsin,amery,-0.0034033567552052,404.9,11.7,0.0,234.0,1310.3,1110.3,78.1,0.0,1582.4,142.4,53.5,7.2,,,,,,483.2,2792.0
iowa,ames,0.011695323266347923,84.0,8.5,1.5,281.2,1481.7,1428.8,76.8,1.5,1826.4,51.9,68.6,28.1,,,,,,173.8,68237.0
massachusetts,amesbury,0.007830539089605626,240.2,2.8,0.0,119.8,614.8,608.1,37.4,0.0,770.3,43.4,25.5,7.1,,,,,,281.8,17595.0
massachusetts,amherst,-0.002227293607438674,175.7,4.1,6.2,136.4,418.9,260.1,28.5,0.5,552.0,54.0,60.2,9.5,,,,,,242.1,39603.0
new hampshire,amherst,0.0011144345700335734,14.2,3.0,4.4,97.5,1090.0,837.4,23.1,1.8,1160.1,17.8,26.6,3.5,,,,,,40.8,11344.0
ohio,amherst,-8.217595461801341e-05,23.1,0.0,8.2,163.1,1446.3,1011.0,21.4,0.0,1543.7,8.3,0.0,24.7,,,,,,52.8,12166.0
virginia,amherst,-0.0019164134493498963,63.9,0.0,0.0,73.0,374.9,504.8,9.1,0.0,483.0,0.0,22.9,9.1,,,,,,82.2,2179.0
new york,amherst town,0.0010907322961810628,54.1,5.0,3.3,151.0,1385.4,1356.9,35.1,0.7,1565.8,13.2,9.9,36.7,,,,,,103.4,120864.0
arkansas,amity,-0.008341495967799317,290.9,0.0,0.0,72.7,339.9,296.3,146.4,0.0,548.1,0.0,0.0,0.0,,,,,,290.9,675.0
oregon,amity,0.0067277875976292645,30.4,61.2,,121.9,1036.9,,30.4,0.0,1189.2,30.6,,30.6,,,,,,91.5,1646.0
new york,amity town and belmont village,-0.01288620411305097,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,2169.0
pennsylvania,amity township,0.006324702444063357,29.0,0.0,0.0,187.7,551.5,,34.8,1.9,774.0,10.3,15.5,19.4,,,,,,62.0,13076.0
new york,amityville village,-0.0018979450466679593,50.6,0.0,0.0,113.9,1081.2,551.4,40.0,2.1,1129.1,0.0,0.0,35.8,,,,,,92.7,9430.0
mississippi,amory,-0.0055232891611822765,42.6,7.1,,780.8,2584.3,,21.3,0.0,3386.4,,,28.4,,,,,,99.5,7022.0
new york,amsterdam,-0.0026679832288355465,85.3,24.2,8.4,396.3,1421.4,889.0,60.5,3.4,1771.6,37.3,19.7,48.3,,,,,,167.2,17773.0
washington,anacortes,0.013477996852701235,74.5,10.1,5.9,408.8,2196.8,1750.3,111.1,1.1,2627.4,23.7,17.6,17.7,,,,,,114.5,17483.0
oklahoma,anadarko,-0.005000544385681094,520.9,114.8,98.2,1107.1,2665.3,2232.4,246.1,15.0,3931.9,65.1,82.9,96.2,,,,,,704.3,6540.0
california,anaheim,0.002530433836405166,183.2,8.3,12.6,386.9,1841.0,1668.2,408.6,2.8,2601.9,37.2,36.2,119.7,,,,,,342.5,353915.0
iowa,anamosa,0.001481753948953335,153.6,0.0,0.0,344.4,1095.0,,80.0,0.0,1519.4,9.3,0.0,0.0,,,,,,159.8,5411.0
alaska,anchorage,-0.009133623161244886,776.1,26.0,26.6,655.0,3347.8,3141.1,722.5,9.4,4684.0,187.6,159.8,232.5,,,,,,1194.5,287731.0
kentucky,anchorage,0.0017281138013285346,8.2,0.0,0.0,140.0,472.6,286.5,40.9,0.0,616.4,0.0,0.0,0.0,,,,,,8.2,2443.0
kansas,andale,0.005022582850933821,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1003.0
alabama,andalusia,-0.012731004525283307,755.8,,,800.1,4387.8,,217.9,8.4,5405.7,77.9,55.8,61.5,,,,,,898.0,8753.0
california,anderson,0.0051619573419938725,527.9,42.0,24.2,747.4,2768.3,1972.5,835.2,7.7,4191.8,58.1,52.9,80.8,,,,,,672.4,10545.0
indiana,anderson,-0.0013641870679215184,155.2,,,820.4,2991.7,2779.6,339.2,6.2,4108.9,122.2,131.1,149.7,,,,,,436.8,54899.0
missouri,anderson,-0.0030196307657245347,516.4,16.7,0.0,353.2,2535.5,,378.3,0.0,3267.0,16.8,0.0,25.2,,,,,,554.2,1975.0
south carolina,anderson,0.0,522.9,,18.0,825.9,4724.5,,458.0,7.2,6008.4,,50.5,72.1,,,,,,652.8,27728.0
kansas,andover,0.019440501616004857,92.9,11.8,30.3,159.9,1463.2,,76.8,0.0,1699.9,31.1,0.0,23.0,,,,,,136.7,13183.0
massachusetts,andover,0.0054792452298679795,56.4,4.7,1.4,79.6,557.4,492.5,34.0,0.0,658.0,7.4,15.2,5.0,,,,,,72.0,36547.0
new jersey,andover township,-0.007884940334981327,43.3,16.4,0.0,50.1,353.8,221.5,40.0,0.0,417.5,0.0,0.0,0.0,,,,,,43.3,5870.0
new york,andover village,-0.008941968500339459,0.0,0.0,0.0,33.3,33.3,,66.3,0.0,132.9,0.0,0.0,0.0,,,,,,0.0,993.0
north carolina,andrews,0.0,512.5,56.9,,1309.8,3644.6,,170.8,0.0,5125.3,,,0.0,,,,,,512.5,1756.0
south carolina,andrews,0.0031098717696207423,465.7,0.0,0.0,1570.5,3070.9,,189.8,0.0,4831.2,103.7,34.4,207.0,,,,,,741.7,2903.0
texas,andrews,0.004271267954577773,348.6,11.7,10.7,300.2,1304.7,1068.4,152.6,0.0,1710.3,82.8,63.9,21.5,,,,,,445.4,14133.0
new mexico,angel fire,-0.009252368863552851,795.1,,,1858.1,2387.5,1679.1,271.3,0.0,4375.2,279.9,0.0,0.0,,,,,,904.5,1072.0
new york,angelica village,-0.005056783977401724,0.0,0.0,0.0,143.8,180.2,0.0,0.0,0.0,288.0,0.0,0.0,0.0,,,,,,0.0,818.0
california,angels camp,0.010098952846582465,171.1,0.0,0.0,405.2,959.4,1151.2,209.3,0.0,1621.9,26.6,38.8,6.4,,,,,,210.3,3909.0
north carolina,angier,0.025505149097215796,136.4,58.9,0.0,1057.8,1238.8,,116.7,0.0,2413.3,,,38.8,,,,,,274.7,5227.0
texas,angleton,0.0003156596820368396,137.6,1.7,5.1,270.2,1326.3,1108.9,99.4,1.3,1641.6,59.5,76.3,43.4,,,,,,246.0,19660.0
indiana,angola,0.0,0.0,,,185.4,3742.3,,23.2,0.0,3950.9,,,11.6,,,,,,34.8,8631.0
iowa,ankeny,0.04460739687361137,171.7,9.6,8.2,332.2,868.7,,74.5,1.1,1275.4,30.4,37.6,11.1,,,,,,216.8,61090.0
michigan,ann arbor,0.0069162168282990155,124.6,6.1,6.1,200.0,1476.9,1455.7,80.8,0.8,1753.4,43.7,54.7,37.9,,,,,,211.4,122893.0
illinois,anna,-0.009319990392575361,319.7,31.8,23.6,591.0,2431.7,2846.7,71.1,0.0,3176.8,31.5,59.7,28.2,,,,,,390.7,4110.0
texas,anna,0.06305667389191849,67.4,0.0,3.9,186.3,859.6,721.2,63.6,2.9,1081.8,10.3,9.8,10.7,,,,,,91.1,15253.0
minnesota,annandale,0.007305719132572719,66.9,0.0,0.0,111.9,1909.6,1200.6,74.9,0.0,1919.2,30.1,30.0,0.0,,,,,,97.0,3415.0
maryland,annapolis,0.0014884058981281534,365.3,27.1,30.5,388.8,1845.0,1868.8,138.1,11.6,2376.7,43.2,32.9,155.8,,,,,,571.8,39277.0
missouri,annapolis,-0.005241836800459976,0.0,97.2,0.0,235.1,292.0,295.9,0.0,0.0,527.9,0.0,0.0,0.0,,,,,,0.0,338.0
illinois,annawan,-0.0009352256813569548,93.8,0.0,0.0,164.1,1464.6,468.9,23.4,0.0,1453.0,0.0,0.0,0.0,,,,,,93.8,853.0
alabama,anniston,-0.010785682884092873,2530.9,,,2570.6,4193.5,,510.3,40.9,7274.4,190.7,214.1,346.1,,,,,,3114.4,21592.0
pennsylvania,annville township,0.005837752719148437,447.2,239.0,20.2,127.5,805.3,,25.6,0.0,958.4,13.4,0.0,40.5,,,,,,497.7,4968.0
minnesota,anoka,0.0032721691095487504,111.0,15.3,5.7,284.4,2592.1,1472.3,148.9,1.2,2801.5,67.0,34.3,44.7,,,,,,210.8,17591.0
texas,anson,-0.0007257918395695562,412.0,14.5,0.0,477.5,661.7,,130.0,0.0,1269.2,29.0,0.0,10.9,,,,,,444.6,2293.0
connecticut,ansonia,-0.0024581813098152328,57.7,5.3,5.4,166.2,1525.7,1179.2,247.6,1.1,1870.2,24.8,42.9,50.1,,,,,,140.9,18656.0
kansas,anthony,-0.013381144218920005,259.3,30.0,232.0,762.6,1696.2,576.6,92.2,0.0,2327.1,74.9,118.3,0.0,,,,,,351.6,2081.0
new mexico,anthony,-0.00043047742030721814,297.5,,,347.9,236.5,204.7,100.4,0.0,674.2,64.4,21.5,3.6,,,,,,336.9,9284.0
texas,anthony,0.0076306490415471995,144.0,0.0,8.8,190.5,2213.8,1307.1,137.0,0.0,2360.0,12.0,17.6,42.4,,,,,,200.6,5738.0
wisconsin,antigo,-0.005508687832685322,186.5,0.0,0.0,640.1,5128.2,,160.5,0.0,5928.8,13.0,0.0,3.2,,,,,,192.9,7720.0
california,antioch,0.003778211911886098,324.8,54.7,59.6,601.1,1872.4,1844.8,739.6,8.0,3207.6,48.9,47.1,223.9,,,,,,604.9,112641.0
illinois,antioch,-0.002358646857740565,78.5,2.3,0.0,117.6,1107.8,885.5,40.6,0.0,1221.5,51.3,21.1,25.2,,,,,,143.0,14229.0
oklahoma,antlers,-0.0022495372002677705,94.7,14.4,21.7,552.5,776.2,566.2,138.4,8.6,1425.0,28.6,0.0,51.8,,,,,,172.3,2296.0
new hampshire,antrim,0.0032135659529410887,90.0,0.0,18.8,187.4,582.3,592.2,67.5,7.4,839.1,50.0,56.1,0.0,,,,,,149.9,2702.0
oklahoma,apache,-0.0035361314723250103,240.7,23.4,0.0,761.5,841.0,1429.6,126.8,0.0,1847.0,0.0,70.5,13.9,,,,,,282.8,1399.0
arizona,apache junction,0.02001396079070572,186.3,17.9,16.9,576.0,1696.7,1065.1,216.6,2.4,2491.7,3.5,14.1,32.3,,,,,,228.7,42531.0
florida,apalachicola,0.0027616298868358147,140.8,0.0,0.0,370.7,1549.5,,109.1,0.0,2029.4,0.0,0.0,0.0,,,,,,140.8,2306.0
north carolina,apex,0.044264321707448984,53.9,3.0,4.1,155.3,1090.3,767.6,28.9,1.0,1193.9,,23.1,18.9,,,,,,89.4,56276.0
pennsylvania,apollo,-0.013103708964985583,144.4,20.9,0.0,159.5,428.2,,0.0,0.0,587.7,106.3,0.0,16.0,,,,,,240.1,1536.0
florida,apopka,0.025834329726553085,273.2,8.6,2.9,711.2,2509.0,2553.0,236.1,1.6,3465.1,45.8,44.3,89.2,,,,,,409.3,55072.0
virginia,appalachia,-0.01533094020882042,186.2,83.8,62.9,533.2,713.9,2202.1,152.1,0.0,1696.8,80.4,64.8,24.3,,,,,,284.6,1544.0
california,apple valley,0.005150825476333942,251.7,21.0,12.2,452.7,1425.3,891.3,349.1,4.9,2120.2,26.5,25.8,84.7,,,,,,367.6,74051.0
minnesota,apple valley,0.015068566511840853,42.5,7.0,7.5,196.6,1849.4,1758.0,63.0,1.6,2090.7,43.6,41.9,26.3,,,,,,113.2,54779.0
minnesota,appleton,-0.003295433470631326,374.8,0.0,0.0,404.1,1851.5,2269.3,135.3,0.0,2474.4,49.6,37.3,0.0,,,,,,419.5,1322.0
wisconsin,appleton,0.0012001837241897295,190.9,9.4,16.7,193.3,1367.7,1217.3,54.7,1.3,1585.6,44.3,47.5,25.7,,,,,,263.5,74757.0
missouri,appleton city,-0.003153437388716762,155.8,0.0,0.0,654.6,465.4,374.5,124.5,0.0,1214.2,0.0,0.0,0.0,,,,,,155.8,1068.0
massachusetts,aquinnah,0.0012239564203109232,612.2,0.0,0.0,102.2,610.7,0.0,0.0,0.0,509.4,153.4,0.0,0.0,,,,,,714.5,328.0
alabama,arab,0.0029967067516369905,503.2,,,1190.4,4619.5,,371.2,4.0,6181.1,108.0,71.6,31.9,,,,,,635.0,8380.0
georgia,aragon,0.005941220073980569,161.2,0.0,0.0,181.8,813.8,,60.4,0.0,1056.0,0.0,0.0,0.0,,,,,,181.5,1249.0
texas,aransas pass,-0.010021176818017175,508.2,15.6,35.6,1416.5,3510.7,,272.8,14.8,5200.0,0.0,11.9,53.0,,,,,,579.0,8280.0
missouri,arbyrd,-0.01170076373890272,140.6,0.0,0.0,70.3,0.0,,70.5,0.0,140.8,0.0,0.0,0.0,,,,,,140.6,473.0
georgia,arcade,0.028467489133989776,361.5,0.0,0.0,556.9,1309.8,,143.6,0.0,2010.2,52.5,0.0,18.5,,,,,,397.5,1905.0
new york,arcade village,-0.0056954498763515105,71.8,0.0,0.0,163.2,748.3,258.7,10.3,0.0,823.8,51.3,0.0,0.0,,,,,,82.0,1933.0
california,arcadia,0.0006975641913586905,59.1,7.4,2.5,677.2,1640.0,1652.0,131.1,1.7,2450.7,10.2,14.4,70.3,,,,,,143.0,58899.0
florida,arcadia,0.013406493138266695,611.6,0.0,18.3,924.0,1055.7,846.0,120.5,22.3,2058.3,29.9,37.1,82.7,,,,,,749.4,8274.0
missouri,arcadia,-0.01657303454142267,0.0,0.0,0.0,0.0,177.8,,0.0,0.0,177.8,173.0,0.0,0.0,,,,,,115.3,559.0
wisconsin,arcadia,0.006224943027698382,39.3,0.0,0.0,40.2,358.5,164.3,26.4,0.0,386.2,0.0,0.0,6.5,,,,,,52.4,3044.0
ohio,arcanum,0.0,0.0,,0.0,0.0,,448.7,0.0,0.0,448.7,,0.0,0.0,,,,,,0.0,2006.0
california,arcata,0.00603169007558102,222.9,67.0,104.4,674.0,2648.6,2318.4,418.4,5.6,3674.9,51.9,52.1,92.0,,,,,,372.5,18332.0
pennsylvania,archbald,-0.006908837114389943,171.2,4.8,0.0,164.7,707.7,,14.2,3.6,886.7,0.0,0.0,21.3,,,,,,196.1,6947.0
ohio,archbold,-0.0012691083678261217,63.6,11.5,0.0,161.6,870.1,1574.1,40.5,0.0,1248.2,0.0,23.1,5.8,,,,,,80.9,4320.0
north carolina,archdale,-0.0011538350854620738,121.0,13.0,0.0,463.0,1399.0,,118.1,5.7,1980.2,,,46.1,,,,,,181.5,11529.0
texas,archer city,0.0,173.2,,0.0,115.5,,0.0,0.0,0.0,115.5,,173.2,0.0,,,,,,346.4,1732.0
missouri,archie,0.005033769263631971,229.2,0.0,0.0,291.6,498.1,495.9,165.9,0.0,955.1,42.4,0.0,0.0,,,,,,250.4,1210.0
illinois,arcola,-0.004047854150690755,162.3,0.0,0.0,304.7,138.6,317.9,35.1,0.0,538.1,0.0,70.6,0.0,,,,,,185.9,2831.0
texas,arcola,0.09457259663258899,70.5,0.0,0.0,315.2,29.8,1065.9,168.4,0.0,780.7,0.0,0.0,24.5,,,,,,95.0,2627.0
minnesota,arden hills,0.0,10.0,10.0,,80.4,180.8,,20.1,0.0,281.2,0.0,,0.0,,,,,,10.0,9956.0
alabama,ardmore,0.011951332281819882,262.3,,,783.9,1553.7,,166.6,0.0,2504.2,24.2,,71.7,,,,,,358.2,1428.0
oklahoma,ardmore,-0.004646559606119927,638.1,26.3,18.0,1068.3,3533.0,3113.2,274.1,9.5,4791.5,58.4,62.1,100.2,,,,,,807.6,24830.0
tennessee,ardmore,0.002789649612928047,49.4,269.7,0.0,378.3,1554.9,1871.4,130.1,0.0,2126.7,27.5,0.0,82.3,,,,,,148.2,1229.0
new york,ardsley village,-0.001797228564371034,4.3,0.0,10.7,95.3,544.9,374.6,13.1,0.0,619.2,21.7,21.7,4.3,,,,,,21.6,4538.0
michigan,argentine township,-0.003919062321608102,76.0,5.1,7.7,167.3,368.7,199.8,27.4,0.0,529.7,30.3,7.7,0.0,,,,,,97.3,6506.0
alabama,argo,0.0014238219653015527,59.2,,,379.4,450.5,,118.6,0.0,948.5,23.7,,0.0,,,,,,83.0,4220.0
kansas,argonia,-0.006185597741072968,102.5,0.0,,102.5,413.7,,0.0,0.0,516.1,0.0,,0.0,,,,,,102.5,479.0
texas,argyle,0.0328085733320298,24.6,0.0,0.0,193.4,350.5,,30.6,6.0,574.5,0.0,0.0,6.0,,,,,,36.6,4236.0
arkansas,arkadelphia,0.0003132731197634797,354.5,3.1,0.0,567.6,2516.7,,70.0,0.0,3154.3,71.9,55.5,46.7,,,,,,469.0,10647.0
kansas,arkansas city,-0.007328809066611819,393.2,19.3,8.4,722.9,3063.4,2782.0,234.6,1.6,3964.6,63.8,101.1,20.2,,,,,,493.7,11718.0
oklahoma,arkoma,-0.004718219148012737,34.8,0.0,0.0,87.3,348.8,,209.6,0.0,645.7,0.0,0.0,17.4,,,,,,52.2,1894.0
georgia,arlington,-0.006125036005173334,531.3,0.0,0.0,580.6,1453.1,,194.0,24.4,2227.7,0.0,366.3,96.6,,,,,,774.4,1375.0
massachusetts,arlington,0.0032810520570814017,62.7,2.2,3.3,116.2,418.6,304.7,35.8,0.0,547.9,9.6,13.2,16.3,,,,,,90.1,45614.0
minnesota,arlington,-0.000277160624809758,0.0,0.0,0.0,9.3,163.5,231.2,18.7,0.0,205.0,0.0,0.0,0.0,,,,,,0.0,2163.0
texas,arlington,0.007492820567374769,319.0,4.8,5.4,450.5,2413.1,2172.0,292.5,3.6,3107.9,60.8,61.9,122.6,,,,,,506.4,402304.0
washington,arlington,0.010554113783742824,177.4,6.9,15.3,570.4,3050.8,2843.9,428.3,1.0,4008.1,39.7,40.8,46.6,,,,,,265.2,20043.0
illinois,arlington heights,-0.0026159243912757812,27.4,4.8,9.3,90.5,747.3,716.3,26.7,0.8,858.3,10.5,11.9,14.8,,,,,,54.1,75249.0
kansas,arma,-0.004425533806776016,231.2,0.0,0.0,415.1,2477.4,840.9,115.4,0.0,2462.4,34.6,0.0,0.0,,,,,,254.3,1427.0
michigan,armada,-0.0026768616945637147,28.8,19.1,0.0,43.1,215.5,,14.4,0.0,273.0,19.2,0.0,0.0,,,,,,43.3,1734.0
pennsylvania,armagh township,-0.001678385425287976,47.2,0.0,0.0,83.9,314.7,158.1,10.5,0.0,377.8,26.2,0.0,0.0,,,,,,62.9,3794.0
north dakota,arnegard,-0.046040857627695386,0.0,0.0,0.0,193.8,1011.4,,605.9,0.0,1811.1,0.0,0.0,0.0,,,,,,0.0,158.0
missouri,arnold,-0.0022779698078587707,100.5,1.6,0.0,161.6,3350.3,2578.0,206.9,2.8,3564.3,15.7,14.1,32.8,,,,,,151.1,21102.0
pennsylvania,arnold,-0.0073409311971223135,981.7,20.5,0.0,1032.9,3048.3,,255.9,0.0,4337.0,0.0,40.8,174.0,,,,,,1176.1,4868.0
illinois,aroma park,-0.0042979326943739515,0.0,0.0,0.0,789.8,1435.1,,71.9,0.0,2296.9,0.0,0.0,71.9,,,,,,71.9,695.0
texas,arp,0.00567998469848896,99.5,0.0,0.0,149.6,99.2,,0.0,0.0,248.7,33.0,198.4,0.0,,,,,,173.9,1009.0
california,arroyo grande,0.0012915511321101025,117.6,12.8,13.7,287.0,1390.1,1204.1,145.1,0.0,1785.0,20.1,13.7,33.0,,,,,,168.1,18188.0
california,artesia,-0.0024727578073707734,308.0,9.8,5.9,763.0,1506.7,959.5,397.3,7.1,2557.5,11.8,11.9,180.6,,,,,,507.5,16779.0
new mexico,artesia,0.006530677445129918,882.4,,,1440.1,2365.5,2134.9,196.2,10.2,3944.1,,48.5,35.0,,,,,,968.4,12366.0
illinois,arthur,-0.005319427181445069,97.0,0.0,22.5,168.1,538.8,585.6,35.3,0.0,751.5,14.6,0.0,8.9,,,,,,114.6,2220.0
colorado,arvada,0.011738924777065618,111.5,15.7,11.6,278.9,2121.0,2412.7,335.0,0.6,2807.8,36.7,33.5,37.7,,,,,,185.0,122312.0
california,arvin,0.008550258744044692,781.6,84.7,48.4,552.6,1051.8,816.1,656.9,15.9,2214.2,17.1,25.6,90.7,,,,,,908.7,21811.0
new jersey,asbury park,-0.0033095023732802042,742.5,19.1,16.0,725.9,3616.6,2960.4,112.3,15.3,4323.5,55.1,80.3,479.8,,,,,,1302.8,15437.0
arkansas,ash flat,0.006708197075102396,207.2,31.4,0.0,256.6,930.7,3287.7,70.0,0.0,1846.6,0.0,0.0,0.0,,,,,,207.2,1095.0
missouri,ash grove,-0.0032845702018116096,123.6,22.7,34.6,833.2,1624.6,1589.5,55.0,0.0,2505.8,22.7,0.0,0.0,,,,,,137.2,1447.0
new york,asharoken village,-0.0027717893109858727,0.0,0.0,0.0,30.8,307.2,0.0,0.0,0.0,276.5,0.0,0.0,0.0,,,,,,0.0,644.0
georgia,ashburn,-0.01799524464290614,686.6,27.6,81.7,718.8,2832.5,,181.5,9.2,3732.9,0.0,54.4,171.9,,,,,,912.4,3623.0
massachusetts,ashburnham,0.003964565894521099,102.3,5.4,0.0,150.5,557.3,284.4,25.4,0.0,678.6,32.1,23.8,3.2,,,,,,134.3,6330.0
minnesota,ashby,-0.013824566254233783,0.0,0.0,,115.2,577.7,,0.0,0.0,692.9,0.0,,0.0,,,,,,0.0,428.0
arkansas,ashdown,-0.0037559237229760623,181.5,7.5,0.0,692.2,2450.1,1693.4,153.7,9.0,3144.6,60.5,56.9,22.6,,,,,,272.1,4370.0
north carolina,asheboro,-0.0015255645737421997,281.7,17.8,22.9,1047.3,4420.9,,225.0,4.8,5693.2,,,119.5,,,,,,369.1,25922.0
north carolina,asheville,0.010211432277741572,397.2,13.2,14.6,852.4,3730.6,4861.1,386.0,9.2,5195.1,,63.0,171.9,,,,,,614.7,93641.0
alabama,ashford,-0.003855070550308315,220.3,,,162.0,1342.2,,139.2,0.0,1643.3,0.0,0.0,0.0,,,,,,220.3,2145.0
alabama,ashland,-0.009212349534536646,1885.0,,,627.5,2005.3,,129.1,0.0,2762.0,33.8,51.0,25.8,,,,,,1948.9,1918.0
illinois,ashland,-0.015662876294750716,33.9,0.0,0.0,312.0,263.4,1947.5,80.3,0.0,992.5,27.7,42.3,0.0,,,,,,67.4,1181.0
kentucky,ashland,-0.00970031216677636,111.9,19.1,7.3,598.5,3415.1,3006.6,186.0,4.9,4117.9,55.7,53.5,46.2,,,,,,217.7,20222.0
maine,ashland,-0.005705297433855283,49.6,0.0,0.0,457.5,594.5,165.8,196.7,0.0,1163.0,0.0,0.0,0.0,,,,,,49.6,1206.0
massachusetts,ashland,0.002819314234430381,89.1,1.9,2.8,104.1,417.5,338.2,38.3,0.0,544.0,32.1,22.5,5.7,,,,,,123.1,17742.0
missouri,ashland,0.0047978399090979895,117.3,0.0,0.0,122.3,1196.9,1182.4,86.6,5.1,1402.9,0.0,0.0,0.0,,,,,,122.5,3975.0
nebraska,ashland,0.003414094760622044,38.7,39.1,,57.9,375.6,307.2,0.0,0.0,416.4,19.4,0.0,0.0,,,,,,58.1,2604.0
new hampshire,ashland,-0.0022256741664921087,29.1,0.0,0.0,311.0,1540.8,1704.8,126.2,0.0,2010.8,32.4,48.6,48.6,,,,,,116.7,2053.0
ohio,ashland,0.0026271435193274684,43.1,6.6,2.4,310.1,1645.6,1621.8,29.5,3.0,1980.4,69.1,61.2,7.8,,,,,,119.8,20410.0
oregon,ashland,0.005516224744163578,119.4,28.6,27.6,326.5,3023.0,2148.0,122.0,1.9,3475.2,14.2,16.2,38.5,,,,,,174.7,21415.0
pennsylvania,ashland,-0.005380202560756331,386.4,36.5,37.1,441.8,1808.3,187.3,147.1,9.1,1992.0,36.9,55.7,45.9,,,,,,487.7,2670.0
virginia,ashland,0.014864907483490342,249.2,4.5,6.3,173.1,2577.7,1793.8,104.3,5.1,2698.3,57.4,12.8,59.8,,,,,,353.8,7916.0
wisconsin,ashland,-0.007707559685623755,316.8,29.5,12.7,618.6,3466.6,3053.8,184.5,7.5,4187.1,38.6,63.4,27.3,,,,,,387.1,7859.0
tennessee,ashland city,0.0011081752797958977,266.0,28.7,0.0,437.7,3996.9,5161.4,210.4,0.0,4877.9,14.3,10.8,12.8,,,,,,291.7,4708.0
pennsylvania,ashley,-0.002448880444689494,267.3,0.0,0.0,368.0,1335.5,,46.1,9.2,1749.6,12.3,0.0,64.6,,,,,,350.4,2709.0
idaho,ashton,0.0,475.3,,0.0,95.1,,760.5,0.0,0.0,855.5,,95.1,0.0,,,,,,570.3,1052.0
illinois,ashton,0.0,0.0,0.0,0.0,222.7,55.7,,0.0,0.0,278.4,0.0,0.0,0.0,,,,,,0.0,898.0
alabama,ashville,-0.00044149915452906807,66.2,,,265.0,817.0,,88.3,0.0,1170.3,44.2,,0.0,,,,,,110.4,2264.0
ohio,ashville,0.00808920081888731,33.2,0.0,0.0,253.3,1069.4,900.5,117.3,4.7,1406.2,15.9,23.1,4.7,,,,,,61.5,4331.0
