city,city_code,latitude,longitude,reverse_address,state,ZRIFAH
grass valley,37307|20622|1154,39.2190608,-121.0610606,"125 E Main St, Grass Valley, CA 95945, USA",california,1.14
greenfield,38822|27439|13753,36.3207998,-121.2438138,"201 El Camino Real, Greenfield, CA 93927, USA",california,1.46
gridley,27542|8341|40548,39.3637773,-121.6935833,"460 Washington St, Gridley, CA 95948, USA",california,0.964
grover beach,40033|24619|5172,35.1216424,-120.6212821,"835 W Grand Ave, Grover Beach, CA 93433, USA",california,1.654
guadalupe,42664|27949|8550,34.971644,-120.5718363,"4589 10th St, Guadalupe, CA 93434, USA",california,1.584
gustine,41612|27697|15054,37.2577171,-120.9988154,"403 3rd Ave, Gustine, CA 95322, USA",california,0.948
hanford,36838|20151|616,36.3274502,-119.6456844,"219 N Douty St, Hanford, CA 93230, USA",california,0.87
hawaiian gardens,39901|27489|8188,33.8314045,-118.0728424,"7065001033, Hawaiian Gardens, CA 90716, United States",california,2.16
hawthorne,36562|19872|450,33.9164032,-118.3525748,"El Segundo Bl & Hawthorne Bl, Hawthorne, CA 90250, USA",california,2.264
hayward,19613|150|36303,37.6688205,-122.0807964,"22898 CA-185, Hayward, CA 94541, USA",california,2.188
healdsburg,38838|27441|8174,38.6104658,-122.8691609,"122 Matheson St, Healdsburg, CA 95448, USA",california,2.12
hemet,36436|19739|263,33.7475203,-116.9719684,"172-100 S Inez St, Hemet, CA 92543, USA",california,1.018
hercules,38682|23571|4244,38.0171441,-122.2885808,"2039 Railroad Ave, Hercules, CA 94547, USA",california,1.632
hermosa beach,39072|27381|5003,33.8622366,-118.3995194,"205 Pier Ste 103-B, Hermosa Beach, CA 90254, United States",california,3.238
hesperia,36519|19828|316,34.4263886,-117.3008784,"9646 Hesperia Rd, Hesperia, CA 92345, USA",california,0.858
highland,37223|20521|960,34.1283442,-117.2086513,"27265 Pacific St, Highland, CA 92346, USA",california,1.196
hollister,37158|20463|927,36.8524545,-121.4016021,"401 San Benito St, Hollister, CA 95023, USA",california,1.372
holtville,40030|34329|8422,32.8111612,-115.3802643,"101 W 5th St, Holtville, CA 92250, USA",california,0.88
hughson,39948|27491|8205,37.6027244,-120.8664811,"7448 Fox Rd, Hughson, CA 95326, USA",california,0.986
huntington beach,36294|19604|134,33.6594835,-117.9988026,"310 Orange Ave, Huntington Beach, CA 92648, USA",california,2.182
huntington park,36763|24171|4144,33.9816812,-118.2250725,"Gage / Pacific, Huntington Park, CA 90255, USA",california,1.95
huron,43360|32883|8717,36.2027308,-120.1029177,"15799 9th St, Huron, CA 93234, USA",california,0.936
imperial,39896|26816|7555,32.8475528,-115.5694391,"115 E Barioni Blvd, Imperial, CA 92251, USA",california,0.838
imperial beach,38182|24244|4900,32.5839444,-117.1130849,"Palm Av & Emory St, Imperial Beach, CA 91932, USA",california,2.134
indian wells,41608|23041|3559,33.717631,-116.3407549,"75682 Painted Desert Dr, Indian Wells, CA 92210, USA",california,2.038
indio,36570|19879|380,33.7205771,-116.2155619,"83100 Indio Blvd, Indio, CA 92201, USA",california,1.258
inglewood,36398|19701|224,33.9616801,-118.3531311,"202 E Manchester Blvd, Inglewood, CA 90301, USA",california,2.132
ione,26653|13113|59309,38.3526912,-120.9327177,"22 CA-104, Ione, CA 95640, USA",california,1.048
irvine,36256|19567|112,33.6845673,-117.8265049,"Harvard-Alton, Irvine, CA, USA",california,2.01
jackson,25564|6653|42628,38.3488023,-120.7741018,"39 Main St, Jackson, CA 95642, USA",california,1.032
kerman,38794|26765|8159,36.72355719999999,-120.059879,"756 S Madera Ave, Kerman, CA 93630, USA",california,0.89
king city,39670|27477|8328,36.2127439,-121.1260287,"231 Broadway St, King City, CA 93930, USA",california,1.414
kingsburg,39401|24449|5046,36.5138398,-119.5540175,"1496 California St, Kingsburg, CA 93631, USA",california,0.904
la habra,36944|20253|698,33.9318591,-117.946137,"110 W La Habra Blvd, La Habra, CA 90631, USA",california,2.012
la mesa,36773|20091|567,32.7678287,-117.0230839,"8118 University Ave, La Mesa, CA 91942, USA",california,1.728
la mirada,37197|20507|979,33.9172357,-118.0120086,"12333 Imperial Hwy, Whittier, CA 90604, USA",california,1.82
la palma,39535|27464|8186,33.8463218,-118.0461393,"5013 La Palma Ave, La Palma, CA 90623, USA",california,1.538
la puente,37440|23504|4154,34.0200114,-117.9495083,"15955 Main St, La Puente, CA 91744, USA",california,1.874
la quinta,37528|20834|1334,33.6633573,-116.3100095,"53035 Avenida Herrera, La Quinta, CA 92253, USA",california,1.69
la verne,37737|21152|1889,34.1008426,-117.7678355,"2350 E St, La Verne, CA 91750, USA",california,1.524
lafayette,37960|23531|4952,37.8857582,-122.1180201,"872 Moraga Rd, Lafayette, CA 94549, USA",california,2.246
laguna beach,38901|21979|2186,33.5427189,-117.7853568,"211 CA-1, Laguna Beach, CA 92651, USA",california,4.182
laguna hills,37916|21271|1604,33.5916433,-117.6986604,"Paseo De Valencia-Alicia, Laguna Hills, CA 92653, USA",california,1.852
laguna niguel,36897|20211|688,33.5236744,-117.7149438,"30250 Crown Valley Pkwy, Laguna Niguel, CA 92677, USA",california,1.926
laguna woods,39483|22381|2542,33.6101702,-117.7251162,"El Toro-Moulton, Laguna Woods, CA 92637, USA",california,2.002
lake elsinore,36798|20113|771,33.6680772,-117.3272615,"104 N Main St, Lake Elsinore, CA 92530, USA",california,1.122
lake forest,36774|20092|558,33.6469437,-117.6861023,"Lake Forest-Trabuco, Lake Forest, CA 92630, USA",california,1.894
lakeport,40835|23806|5518,39.0429506,-122.9158293,"175 2nd St, Lakeport, CA 95453, USA",california,1.086
lakewood,36705|20019|487,33.8536269,-118.1339563,"5247 Clark Ave, Lakewood, CA 90712, USA",california,2.042
lancaster,36309|19619|145,34.6867846,-118.1541632,"1304 W Ave J, Lancaster, CA 93534, USA",california,1.158
lawndale,37757|24209|4877,33.887237,-118.3525744,"Manhattan Beach / Hawthorne, Lawndale, CA 90260, USA",california,2.322
lemon grove,38272|24254|4917,32.7425516,-117.0314172,"7771 Broadway, Lemon Grove, CA 91945, USA",california,1.818
lemoore,37600|20898|1379,36.3007835,-119.7829107,"153 C St, Lemoore, CA 93245, USA",california,0.854
lincoln,37097|20404|998,38.891565,-121.2930079,"436 G St, Lincoln, CA 95648, USA",california,1.172
lindsay,39004|27445|8156,36.2030064,-119.08816,"246 E Honolulu St, Lindsay, CA 93247, USA",california,0.878
livermore,19860|404|36551,37.6818745,-121.7680088,"2788 S Livermore Ave, Livermore, CA 94550, USA",california,1.958
livingston,39469|27459|8225,37.3868826,-120.7235329,"344 Main St, Livingston, CA 95334, USA",california,0.942
lodi,36739|20053|609,38.1341477,-121.2722194,"1 E Pine St, Lodi, CA 95240, USA",california,1.14
loma linda,38669|24309|4954,34.0483474,-117.2611527,"Unnamed Road, Loma Linda, CA 92354, United States",california,1.176
lomita,38844|24330|4973,33.7922392,-118.3150722,"25501 Eshelman Ave, Lomita, CA 90717, USA",california,2.004
lompoc,36998|20307|773,34.6391501,-120.4579409,"101 N H St, Lompoc, CA 93436, USA",california,1.246
long beach,36195|19506|37,33.7700504,-118.1937395,"249299 Pacific Avenue, Long Beach, CA 90802, USA",california,2.132
los alamitos,38693|24312|5007,33.8032009,-118.0718894,"Katella-Los Alamitos, Los Alamitos, CA 90720, USA",california,2.136
los altos,37758|27384|8094,37.3852183,-122.1141298,"San Antonio & Almond, Los Altos, CA 94022, USA",california,3.294
los angeles,36154|19468|2,34.0522342,-118.2436849,"106 W 1st St, Los Angeles, CA 90012, USA",california,2.266
los banos,37469|20778|1186,37.0582786,-120.8499151,"1135 6th St, Los Banos, CA 93635, USA",california,0.89
los gatos town,37677|24203|4868,37.2358078,-121.9623751,"16006 Los Gatos Blvd, Los Gatos, CA 95032, USA",california,2.422
lynwood,36826|24174|4838,33.930293,-118.2114603,"11171 Long Beach Blvd, Lynwood, CA 90262, USA",california,2.01
madera,36516|19825|338,36.9613356,-120.0607176,"100 N Gateway Dr, Madera, CA 93637, USA",california,0.832
malibu,39058|22096|2906,34.0259216,-118.7797571,"27807 CA-1, Malibu, CA 90265, USA",california,4.572
mammoth lakes town,41970|23461|4116,37.648546,-118.972079,"3372 Main St, Mammoth Lakes, CA 93546, USA",california,1.678
manhattan beach,37709|21003|1365,33.8847361,-118.4109089,"1125 Manhattan Ave, Manhattan Beach, CA 90266, USA",california,3.748
manteca,36692|20005|510,37.7974273,-121.2160526,"127 E Yosemite Ave, Manteca, CA 95336, USA",california,1.124
marina,38675|23569|4216,36.68440289999999,-121.802173,"3100 Del Monte Blvd, Marina, CA 93933, USA",california,1.778
martinez,37216|20524|1037,38.0193657,-122.1341321,"651 Pine St, Martinez, CA 94553, USA",california,1.852
marysville,37695|20990|1664,39.1457253,-121.5913547,"1001-1025 State Hwy 20, Marysville, CA 95901, USA",california,0.982
maywood,38215|27425|8132,33.9866807,-118.185349,"5900 Atlantic Blvd, Maywood, CA 90270, USA",california,2.224
mendota,41836|27747|8599,36.7535611,-120.3815574,"719 Quince St, Mendota, CA 93640, USA",california,0.958
menifee,36608|19916|989,33.6971468,-117.185294,"27234 Pinehurst Rd, Sun City, CA 92586, USA",california,0.984
menlo park,37404|26702|8093,37.4529598,-122.1817252,"1001 El Camino Real, Menlo Park, CA 94025, USA",california,3.562
merced,36527|19836|340,37.3021632,-120.4829677,"1731 Canal St, Merced, CA 95340, USA",california,0.89
mill valley,38053|24231|4893,37.9060368,-122.5449763,"87 E Blithedale Ave, Mill Valley, CA 94941, USA",california,2.966
milpitas,36782|23496|4145,37.4323341,-121.8995741,"419 CA-237, Milpitas, CA 95035, USA",california,2.268
mission viejo,36548|19854|367,33.5968913,-117.6581562,"27000-27060 La Paz Rd, Mission Viejo, CA 92692, USA",california,1.882
modesto,36236|19547|77,37.63909719999999,-120.9968782,"781 11th St, Modesto, CA 95354, USA",california,1.048
monrovia,37368|20679|1090,34.1442616,-118.0019482,"137 W Walnut Ave, Monrovia, CA 91016, USA",california,1.91
montague,43478|28237|10439,41.7281985,-122.5278007,"100 S 11th St, Montague, CA 96064, USA",california,1.022
montclair,37529|23509|4157,34.0775104,-117.6897776,"Central @ San Bernardino Sb Fs, Montclair, CA 91763, USA",california,1.554
montebello,36916|20225|809,34.0165053,-118.1137535,"1301-1411 W Harding Ave, Montebello, CA 90640, USA",california,1.736
monterey,37896|21171|1654,36.6002378,-121.8946761,"140 W Franklin St, Monterey, CA 93940, USA",california,2.058
monterey park,36951|20260|777,34.0625106,-118.1228476,"Garvey / Garfield, Monterey Park, CA, USA",california,1.804
moorpark,37575|20874|1512,34.285558,-118.8820414,"15 E High St, Moorpark, CA 93021, USA",california,1.558
moraga town,39318|24433|5298,37.8349263,-122.1296871,"1400 Moraga Way, Moraga, CA 94556, USA",california,2.108
moreno valley,36291|19600|139,33.9424658,-117.2296717,"24805 Hemlock Ave, Moreno Valley, CA 92557, USA",california,1.12
morgan hill,37246|21134|1493,37.1305012,-121.6543901,"17600 Monterey Rd, Morgan Hill, CA 95037, USA",california,1.722
morro bay,40970|23820|5592,35.3659445,-120.8499924,"Main St and, Morro Bay Blvd, Morro Bay, CA 93442, United States",california,1.738
mount shasta,44294|24021|6745,41.3098746,-122.3105666,"418 S Mt Shasta Blvd, Mt Shasta, CA 96067, USA",california,1.1
mountain view,36722|24170|4143,37.3860517,-122.0838511,"790 W El Camino Real, Mountain View, CA 94040, USA",california,3.026
murrieta,36434|19737|287,33.5539143,-117.2139232,"24792 Washington Ave, Murrieta, CA 92562, USA",california,1.01
napa,36542|19850|366,38.2975381,-122.286865,"853 Coombs St, Napa, CA 94559, USA",california,1.964
national city,36971|24180|4841,32.6781085,-117.0991967,"999-701 I Ave, National City, CA 91950, USA",california,1.888
needles,45187|34797|6446,34.8480597,-114.6141315,"1701 Needles Hwy, Needles, CA 92363, USA",california,0.79
nevada city,39001|22063|3161,39.2615606,-121.0160594,"107 Sacramento St, Nevada City, CA 95959, USA",california,1.19
newark,23502|4152|37337,37.5296593,-122.0402399,"7541 Thornton Ave, Newark, CA 94560, USA",california,2.178
newman,40326|27526|8252,37.3138267,-121.0207614,"1459 N St, Newman, CA 95360, USA",california,0.962
newport beach,36634|20064|739,33.6188829,-117.9298493,"3600 Newport Blvd, Newport Beach, CA 92663, USA",california,3.118
norco,38056|21307|1669,33.9311257,-117.548661,"1281 Fifth St, Norco, CA 92860, USA",california,1.31
norwalk,36498|19809|297,33.9022367,-118.081733,"1182 Rosecrans Ave, Norwalk, CA 90650, USA",california,2.02
novato,36924|20237|735,38.1074198,-122.5697032,"997 Grant Ave, Novato, CA 94945, USA",california,2.16
oakdale,37750|21037|1501,37.7665947,-120.8471545,"325a CA-108, Oakdale, CA 95361, USA",california,1.03
oakland,19509|43|36197,37.8043637,-122.2711137,"1395 Broadway, Oakland, CA 94612, USA",california,2.498
oakley,37505|20814|1308,37.9974219,-121.7124536,"3617 Main St, Oakley, CA 94561, USA",california,1.378
oceanside,36284|19592|125,33.1958696,-117.3794834,"500 Mission Ave, Oceanside, CA 92054, USA",california,1.688
ojai,38867|21966|2250,34.4480495,-119.242889,"423 E Ojai Ave, Ojai, CA 93023, USA",california,1.97
ontario,36317|19625|155,34.0633443,-117.6508876,"100 N Euclid Ave, Ontario, CA 91762, USA",california,1.512
orange,36394|19698|225,33.7879139,-117.8531007,"1 Plaza Square, Orange, CA 92866, USA",california,1.886
orange cove,41350|27650|14955,36.624394,-119.3137301,"711 Park Blvd, Orange Cove, CA 93646, USA",california,0.948
orinda,39104|24376|4795,37.8771476,-122.1796888,"93 Moraga Way, Orinda, CA 94563, USA",california,2.268
orland,39583|23660|4275,39.7473803,-122.1963748,"510 Walker St, Orland, CA 95963, USA",california,1.134
oroville,20426|975|37124,39.5137752,-121.556359,"1919 Montgomery St, Oroville, CA 95965, USA",california,0.976
oxnard,36274|19583|115,34.1975048,-119.1770516,"108 E 5th St, Oxnard, CA 93030, USA",california,1.676
pacific grove,39725|24536|5111,36.6177374,-121.9166215,"485 Pine Ave, Pacific Grove, CA 93950, USA",california,2.426
pacifica,37531|24198|4866,37.6138253,-122.4869194,"160 Reina Del Mar Ave, Pacifica, CA 94044, USA",california,2.986
palm desert,37085|20393|1005,33.7222445,-116.3744556,"73950 Alessandro Dr, Palm Desert, CA 92260, USA",california,1.688
palm springs,37194|20503|1081,33.8302961,-116.5452921,"201 E Alejo Rd, Palm Springs, CA 92262, USA",california,1.686
palmdale,36330|19637|169,34.5794343,-118.1164613,"700 Sierra Hwy, Palmdale, CA 93550, USA",california,1.162
palo alto,36845|24175|4839,37.4418834,-122.1430195,"668 Coleridge Ave, Palo Alto, CA 94301, USA",california,4.292
paradise,21499|1926|38291,39.7596061,-121.6219177,"765 Elliott Rd, Paradise, CA 95969, USA",california,0.966
paramount,37068|24183|4848,33.8894598,-118.1597911,"15754 Paramount Blvd, Paramount, CA 90723, USA",california,2.018
parlier,39550|27466|13754,36.6116174,-119.5270734,"660 Fresno St, Parlier, CA 93648, USA",california,1.0
pasadena,36380|19692|210,34.1477849,-118.1445155,"279 E Holly St, Pasadena, CA 91101, USA",california,2.222
patterson,38300|21507|1886,37.4716001,-121.129656,"10 S 3rd St, Patterson, CA 95363, USA",california,0.868
perris,36504|19814|342,33.7825194,-117.2286478,"359-325 S D St, Perris, CA 92570, USA",california,1.096
petaluma,36769|20087|566,38.232417,-122.6366524,"201 Petaluma Blvd S, Petaluma, CA 94952, USA",california,1.814
pico rivera,36887|20201|646,33.9830688,-118.096735,"6750 Rosemead Blvd, Pico Rivera, CA 90660, USA",california,1.934
pinole,39042|24362|4296,38.0043667,-122.2988587,"1588 San Pablo Ave, Pinole, CA 94564, USA",california,1.836
pismo beach,43561|24004|4627,35.1427533,-120.6412827,"891 US-101 BUS, Pismo Beach, CA 93449, USA",california,1.874
pittsburg,36629|19938|535,38.0279762,-121.8846806,"160 E 10th St, Pittsburg, CA 94565, USA",california,1.614
placentia,37154|20459|884,33.8710729,-117.8627548,"Kraemer-Chapman, Placentia, CA 92870, USA",california,1.778
placerville,37642|20944|1811,38.7296252,-120.798546,"3025 Sacramento St, Placerville, CA 95667, USA",california,1.216
pleasant hill,37688|23443|4160,37.9479786,-122.0607963,"Gregory Ln/Contra Costa Blvd, Pleasant Hill, CA 94523, USA",california,1.976
pleasanton,20100|581|64607,37.6624312,-121.8746789,"652 Main St, Pleasanton, CA 94566, USA",california,1.886
pomona,36358|19665|183,34.055103,-117.7499909,"Garey Ave and Mission S, Pomona, CA 91766, USA",california,1.666
port hueneme,38520|23448|5008,34.1477829,-119.1951074,"425 E Port Hueneme Rd, Port Hueneme, CA 93041, USA",california,1.86
porterville,36720|20035|551,36.06523,-119.0167679,"8 W Olive Ave, Porterville, CA 93257, USA",california,0.852
poway,37160|20465|891,32.9628232,-117.0358646,"13608 Putney Rd, Poway, CA 92064, USA",california,1.612
rancho cordova,36742|20056|781,38.5890723,-121.302728,"10400-10416 Folsom Blvd, Rancho Cordova, CA 95670, USA",california,1.158
rancho cucamonga,36324|19634|158,34.10639889999999,-117.5931084,"9719 E Foothill Blvd, Rancho Cucamonga, CA 91730, USA",california,1.428
rancho mirage,64670|22252|2560,33.739744,-116.41279,"42511 E Veldt St, Rancho Mirage, CA 92270, USA",california,1.738
rancho palos verdes,37464|20774|1451,33.7444613,-118.3870173,"11 Barkentine Rd, Rancho Palos Verdes, CA 90275, USA",california,2.204
rancho santa margarita,37374|20685|1097,33.640171,-117.602832,"30102 Santa Margarita Pkwy, Rancho Santa Margarita, CA 92688, USA",california,2.038
red bluff,38067|21318|1855,40.1784886,-122.2358302,"810 Main St, Red Bluff, CA 96080, USA",california,0.908
redding,36478|19787|298,40.5865396,-122.3916754,"1289 CA-273, Redding, CA 96001, USA",california,1.02
redlands,36756|20082|538,34.0555693,-117.1825381,"18 E Citrus Ave, Redlands, CA 92373, USA",california,1.3
redondo beach,36823|20140|590,33.8491816,-118.3884078,"501 Beryl St, Redondo Beach, CA 90277, USA",california,2.35
redwood city,36625|19932|471,37.48521520000001,-122.2363548,"1201 Brewster Ave, Redwood City, CA 94062, USA",california,2.914
reedley,37755|23520|4168,36.5963395,-119.4504029,"1108 G St, Reedley, CA 93654, USA",california,0.884
rialto,36537|19843|379,34.1064001,-117.3703235,"Riverside @ Foothill Sb Fs, Rialto, CA 92376, USA",california,1.282
richmond,36454|19753|449,37.9357576,-122.3477486,"2235 Macdonald Ave, Richmond, CA 94801, USA",california,2.126
ridgecrest,37723|21014|1492,35.6224561,-117.6708966,"634 S China Lake Blvd, Ridgecrest, CA 93555, USA",california,0.872
rio dell,47443|30083|14045,40.4993013,-124.1064369,"40 W Davis St, Rio Dell, CA 95562, USA",california,
rio vista,42733|23466|4125,38.1557502,-121.6913439,"107 Main St, Rio Vista, CA 94571, USA",california,1.204
ripon,39193|24395|5559,37.7394537,-121.1354141,"P O Box 509, Ripon, CA 95366, United States",california,1.138
riverbank,39262|23624|5161,37.7360396,-120.9354895,"3300 Santa Fe St, Riverbank, CA 95367, USA",california,1.068
riverside,36210|19522|61,33.9806005,-117.3754942,"3900 Main St, Riverside, CA 92501, USA",california,1.366
rocklin,37024|20335|759,38.7907339,-121.2357828,"5175 Pacific St, Rocklin, CA 95677, USA",california,1.142
rohnert park,37567|23515|4874,38.3396367,-122.7010984,"491 Alta Ave, Rohnert Park, CA 94928, USA",california,1.864
